start_date,total_sessions,total_duration_minutes,avg_duration_minutes,completed_sessions,material_types,total_jobs,success_rate,utilization_hours
2024-07-18,3,42.6,14.2,3,1,8,100.0,0.7
2024-07-19,10,34.7,3.47,10,1,10,100.0,0.6
2024-07-22,9,32.93,3.66,9,1,10,100.0,0.5
2024-07-23,2,7.83,3.92,2,1,2,100.0,0.1
2024-07-24,3,11.07,3.69,3,1,2,100.0,0.2
2024-07-25,5,24.42,4.88,5,1,6,100.0,0.4
2024-07-27,3,12.52,4.17,3,1,3,100.0,0.2
2024-07-29,6,28.82,4.8,6,1,9,100.0,0.5
2024-07-30,2,7.1,3.55,2,1,2,100.0,0.1
2024-07-31,1,3.6,3.6,1,1,1,100.0,0.1
2024-08-01,1,4.42,4.42,1,1,1,100.0,0.1
2024-08-02,6,38.47,6.41,6,1,8,100.0,0.6
2024-08-03,2,7.02,3.51,2,1,2,100.0,0.1
2024-08-05,8,38.13,4.77,8,1,9,100.0,0.6
2024-08-06,2,6.93,3.47,2,1,2,100.0,0.1
2024-08-07,2,11.62,5.81,2,1,3,100.0,0.2
2024-08-08,7,25.75,3.68,7,1,8,100.0,0.4
2024-08-09,2,8.55,4.28,2,1,2,100.0,0.1
2024-08-10,3,14.72,4.91,3,1,2,100.0,0.2
2024-08-12,2,8.0,4.0,2,1,2,100.0,0.1
2024-08-13,2,7.1,3.55,2,1,2,100.0,0.1
2024-08-14,9,38.63,4.29,9,1,6,100.0,0.6
2024-08-15,5,75.2,15.04,5,1,10,100.0,1.3
2024-08-16,4,16.05,4.01,4,1,5,100.0,0.3
2024-08-17,1,6.8,6.8,1,1,2,100.0,0.1
2024-08-19,7,29.58,4.23,7,1,6,100.0,0.5
2024-08-20,2,11.3,5.65,2,1,3,100.0,0.2
2024-08-21,5,24.1,4.82,5,1,6,100.0,0.4
2024-08-22,4,19.45,4.86,4,1,5,100.0,0.3
2024-08-23,4,16.35,4.09,4,1,5,100.0,0.3
2024-08-26,6,28.18,4.7,6,1,1,100.0,0.5
2024-08-27,2,28.72,14.36,2,1,4,100.0,0.5
2024-08-28,6,24.77,4.13,6,1,8,100.0,0.4
2024-08-29,1,3.6,3.6,1,1,1,100.0,0.1
2024-08-30,6,22.38,3.73,6,1,7,100.0,0.4
2024-09-02,6,48.7,8.12,6,1,8,100.0,0.8
2024-09-03,6,53.88,8.98,6,1,5,100.0,0.9
2024-09-04,1,3.35,3.35,1,1,0,100.0,0.1
2024-09-05,5,21.12,4.22,5,1,1,100.0,0.4
2024-09-06,4,14.08,3.52,4,1,4,100.0,0.2
2024-09-07,4,15.37,3.84,4,1,4,100.0,0.3
2024-09-11,1,3.73,3.73,1,1,0,100.0,0.1
2024-09-12,1,1.82,1.82,1,1,1,100.0,0.0
2024-09-13,5,17.08,3.42,5,1,5,100.0,0.3
2024-09-14,3,12.95,4.32,3,1,4,100.0,0.2
2024-09-16,4,13.63,3.41,4,1,5,100.0,0.2
2024-09-18,8,23.77,2.97,8,1,5,100.0,0.4
2024-09-19,9,29.37,3.26,9,1,10,100.0,0.5
2024-09-20,1,5.03,5.03,1,1,2,100.0,0.1
2024-09-21,6,21.38,3.56,6,1,7,100.0,0.4
2024-09-23,5,191.62,38.32,5,1,32,100.0,3.2
2024-09-24,4,17.28,4.32,4,1,5,100.0,0.3
2024-09-25,2,6.02,3.01,2,1,2,100.0,0.1
2024-09-26,5,16.93,3.39,5,1,5,100.0,0.3
2024-09-27,1,2.98,2.98,1,1,1,100.0,0.0
2024-09-28,2,6.87,3.43,2,1,1,100.0,0.1
2024-09-30,2,36.67,18.33,2,1,4,100.0,0.6
2024-10-01,2,7.03,3.52,2,1,2,100.0,0.1
2024-10-03,2,6.02,3.01,2,1,2,100.0,0.1
2024-10-05,2,151.58,75.79,2,1,7,100.0,2.5
2024-10-07,2,7.18,3.59,2,1,2,100.0,0.1
2024-10-09,4,39.55,9.89,4,1,7,100.0,0.7
2024-10-11,2,6.17,3.08,2,1,2,100.0,0.1
2024-10-12,3,8.92,2.97,3,1,3,100.0,0.1
2024-10-14,6,29.52,4.92,6,1,6,100.0,0.5
2024-10-15,3,10.7,3.57,3,1,2,100.0,0.2
2024-10-16,6,51.83,8.64,6,1,7,100.0,0.9
2024-10-17,2,5.9,2.95,2,1,2,100.0,0.1
2024-10-18,5,17.35,3.47,5,1,5,100.0,0.3
2024-10-19,5,15.52,3.1,5,1,5,100.0,0.3
2024-10-21,3,9.68,3.23,3,1,3,100.0,0.2
2024-10-22,6,23.22,3.87,6,1,6,100.0,0.4
2024-10-23,2,5.47,2.73,2,1,2,100.0,0.1
2024-10-24,2,5.93,2.97,2,1,2,100.0,0.1
2024-10-25,2,5.92,2.96,2,1,1,100.0,0.1
2024-10-26,4,14.12,3.53,4,1,2,100.0,0.2
2024-10-28,4,12.87,3.22,4,1,5,100.0,0.2
2024-10-29,2,5.97,2.98,2,1,2,100.0,0.1
2024-10-30,1,4.8,4.8,1,1,1,100.0,0.1
2024-10-31,6,18.55,3.09,6,1,6,100.0,0.3
2024-11-01,1,4.28,4.28,1,1,2,100.0,0.1
2024-11-02,2,6.23,3.12,2,1,2,100.0,0.1
2024-11-04,2,7.72,3.86,2,1,1,100.0,0.1
2024-11-05,5,12.53,2.51,5,1,4,100.0,0.2
2024-11-06,4,18.3,4.58,4,1,4,100.0,0.3
2024-11-07,10,55.7,5.57,10,1,13,100.0,0.9
2024-11-08,1,2.72,2.72,1,1,1,100.0,0.0
2024-11-09,4,11.43,2.86,4,1,4,100.0,0.2
2024-11-11,6,19.55,3.26,6,1,4,100.0,0.3
2024-11-12,2,5.38,2.69,2,1,2,100.0,0.1
2024-11-13,4,13.67,3.42,4,1,4,100.0,0.2
2024-11-14,4,11.55,2.89,4,1,4,100.0,0.2
2024-11-15,1,3.0,3.0,1,1,1,100.0,0.0
2024-11-16,4,14.25,3.56,4,1,4,100.0,0.2
2024-11-18,7,23.73,3.39,7,1,8,100.0,0.4
2024-11-19,1,3.03,3.03,1,1,1,100.0,0.1
2024-11-20,6,18.3,3.05,6,1,6,100.0,0.3
2024-11-21,3,9.85,3.28,3,1,3,100.0,0.2
2024-11-22,2,5.85,2.92,2,1,2,100.0,0.1
2024-11-23,2,5.75,2.88,2,1,2,100.0,0.1
2024-11-25,1,3.08,3.08,1,1,1,100.0,0.1
2024-11-26,10,30.1,3.01,10,1,10,100.0,0.5
2024-11-27,8,26.07,3.26,8,1,6,100.0,0.4
2024-11-28,4,14.13,3.53,4,1,4,100.0,0.2
2024-11-29,3,13.68,4.56,3,1,3,100.0,0.2
2024-12-02,6,21.53,3.59,6,1,6,100.0,0.4
2024-12-03,7,20.32,2.9,7,1,7,100.0,0.3
2024-12-04,5,16.63,3.33,5,1,1,100.0,0.3
2024-12-05,4,14.57,3.64,4,1,2,100.0,0.2
2024-12-06,1,4.68,4.68,1,1,2,100.0,0.1
2024-12-07,5,15.22,3.04,5,1,3,100.0,0.3
2024-12-09,8,24.67,3.08,8,1,8,100.0,0.4
2024-12-10,9,59.32,6.59,9,1,9,100.0,1.0
2024-12-11,3,8.48,2.83,3,1,3,100.0,0.1
2024-12-12,4,22.72,5.68,4,1,4,100.0,0.4
2024-12-13,1,4.65,4.65,1,1,2,100.0,0.1
2024-12-14,5,17.88,3.58,5,1,5,100.0,0.3
2024-12-16,8,39.23,4.9,8,1,10,100.0,0.7
2024-12-19,6,52.4,8.73,6,1,5,100.0,0.9
2024-12-20,2,6.33,3.17,2,1,2,100.0,0.1
2024-12-21,5,15.55,3.11,5,1,5,100.0,0.3
2024-12-23,6,17.35,2.89,6,1,6,100.0,0.3
2024-12-24,2,10.98,5.49,2,1,3,100.0,0.2
2024-12-27,6,22.28,3.71,6,1,6,100.0,0.4
2024-12-28,2,5.65,2.82,2,1,2,100.0,0.1
2024-12-30,5,16.48,3.3,5,1,5,100.0,0.3
2024-12-31,2,7.58,3.79,2,1,2,100.0,0.1
2025-01-02,6,25.38,4.23,6,1,6,100.0,0.4
2025-01-03,3,8.85,2.95,3,1,3,100.0,0.1
2025-01-04,2,5.67,2.83,2,1,2,100.0,0.1
2025-01-06,7,24.83,3.55,7,1,7,100.0,0.4
2025-01-07,10,31.35,3.14,10,1,10,100.0,0.5
2025-01-08,7,38.0,5.43,7,1,7,100.0,0.6
2025-01-09,4,15.9,3.98,4,1,4,100.0,0.3
2025-01-10,5,19.1,3.82,5,1,6,100.0,0.3
2025-01-11,3,10.73,3.58,3,1,3,100.0,0.2
2025-01-13,3,144.0,48.0,3,1,19,100.0,2.4
2025-01-14,6,18.35,3.06,6,1,5,100.0,0.3
2025-01-15,3,10.1,3.37,3,1,3,100.0,0.2
2025-01-16,7,25.62,3.66,7,1,7,100.0,0.4
2025-01-17,3,57.27,19.09,3,1,8,100.0,1.0
2025-01-18,5,15.65,3.13,5,1,5,100.0,0.3
2025-01-20,7,20.75,2.96,7,1,7,100.0,0.3
2025-01-21,6,20.48,3.41,6,1,6,100.0,0.3
2025-01-22,3,9.13,3.04,3,1,3,100.0,0.2
2025-01-23,4,14.63,3.66,4,1,5,100.0,0.2
2025-01-24,5,12.82,2.56,5,1,4,100.0,0.2
2025-01-25,3,197.05,65.68,3,1,8,100.0,3.3
2025-01-27,4,16.33,4.08,4,1,4,100.0,0.3
2025-01-28,8,27.05,3.38,8,1,8,100.0,0.5
2025-01-29,9,24.2,2.69,9,1,8,100.0,0.4
2025-01-31,5,16.43,3.29,5,1,4,100.0,0.3
2025-02-03,4,10.6,2.65,4,1,4,100.0,0.2
2025-02-04,5,18.67,3.73,5,1,5,100.0,0.3
2025-02-05,2,5.32,2.66,2,1,2,100.0,0.1
2025-02-06,3,80.27,26.76,3,1,13,100.0,1.3
2025-02-07,4,15.32,3.83,4,1,2,100.0,0.3
2025-02-08,7,22.15,3.16,7,1,7,100.0,0.4
2025-02-10,6,78.33,13.06,6,1,6,100.0,1.3
2025-02-11,9,27.4,3.04,9,1,9,100.0,0.5
2025-02-12,5,15.03,3.01,5,1,4,100.0,0.3
2025-02-13,3,9.53,3.18,3,1,3,100.0,0.2
2025-02-14,5,18.92,3.78,5,1,6,100.0,0.3
2025-02-15,3,12.7,4.23,3,1,3,100.0,0.2
2025-02-17,2,7.18,3.59,2,1,2,100.0,0.1
2025-02-18,4,20.18,5.05,4,1,4,100.0,0.3
2025-02-19,3,9.93,3.31,3,1,3,100.0,0.2
2025-02-20,5,25.52,5.1,5,1,6,100.0,0.4
2025-02-21,7,21.68,3.1,7,1,7,100.0,0.4
2025-02-22,1,4.88,4.88,1,1,1,100.0,0.1
2025-02-24,4,12.3,3.08,4,1,4,100.0,0.2
2025-02-25,2,18.98,9.49,2,1,2,100.0,0.3
2025-02-26,2,7.53,3.77,2,1,2,100.0,0.1
2025-02-27,4,11.72,2.93,4,1,2,100.0,0.2
2025-02-28,3,12.22,4.07,3,1,4,100.0,0.2
2025-03-01,4,13.67,3.42,4,1,4,100.0,0.2
2025-03-03,4,19.63,4.91,4,1,3,100.0,0.3
2025-03-04,2,20.37,10.18,2,1,2,100.0,0.3
2025-03-05,3,9.68,3.23,3,1,3,100.0,0.2
2025-03-06,4,23.45,5.86,4,1,0,100.0,0.4
2025-03-07,5,32.7,6.54,5,1,0,100.0,0.5
2025-03-08,7,23.23,3.32,7,1,8,100.0,0.4
2025-03-10,3,14.1,4.7,3,1,1,100.0,0.2
2025-03-11,7,30.47,4.35,7,1,8,100.0,0.5
2025-03-12,1,4.75,4.75,1,1,2,100.0,0.1
2025-03-13,3,164.95,54.98,3,1,13,100.0,2.7
2025-03-14,5,48.13,9.63,5,1,8,100.0,0.8
2025-03-15,2,7.95,3.98,2,1,2,100.0,0.1
2025-03-17,7,25.42,3.63,7,1,8,100.0,0.4
2025-03-18,4,12.35,3.09,4,1,4,100.0,0.2
2025-03-19,5,13.45,2.69,5,1,5,100.0,0.2
2025-03-20,5,17.77,3.55,5,1,2,100.0,0.3
2025-03-21,1,2.75,2.75,1,1,1,100.0,0.0
2025-03-22,5,19.12,3.82,5,1,6,100.0,0.3
2025-03-24,3,54.43,18.14,3,1,5,100.0,0.9
2025-03-25,3,9.97,3.32,3,1,3,100.0,0.2
2025-03-26,8,23.25,2.91,8,1,7,100.0,0.4
2025-03-27,3,8.97,2.99,3,1,0,100.0,0.1
2025-03-28,8,26.23,3.28,8,1,7,100.0,0.4
2025-03-29,1,2.85,2.85,1,1,1,100.0,0.0
2025-03-31,4,11.3,2.82,4,1,1,100.0,0.2
2025-04-01,4,13.13,3.28,4,1,0,100.0,0.2
2025-04-02,2,5.78,2.89,2,1,2,100.0,0.1
2025-04-03,4,15.4,3.85,4,1,5,100.0,0.3
2025-04-04,4,12.35,3.09,4,1,4,100.0,0.2
2025-04-05,1,6.18,6.18,1,1,1,100.0,0.1
2025-04-07,2,6.05,3.02,2,1,2,100.0,0.1
2025-04-08,2,8.85,4.42,2,1,3,100.0,0.1
2025-04-09,2,5.98,2.99,2,1,2,100.0,0.1
2025-04-10,5,16.47,3.29,5,1,5,100.0,0.3
2025-04-11,3,8.45,2.82,3,1,3,100.0,0.1
2025-04-12,3,11.48,3.83,3,1,3,100.0,0.2
2025-04-14,7,30.28,4.33,7,1,4,100.0,0.5
2025-04-15,1,3.82,3.82,1,1,1,100.0,0.1
2025-04-16,3,11.33,3.78,3,1,4,100.0,0.2
2025-04-17,6,18.73,3.12,6,1,6,100.0,0.3
2025-04-19,7,25.55,3.65,7,1,8,100.0,0.4
2025-04-22,2,5.92,2.96,2,1,2,100.0,0.1
2025-04-23,6,19.03,3.17,6,1,5,100.0,0.3
2025-04-24,3,9.25,3.08,3,1,3,100.0,0.2
2025-04-25,4,11.97,2.99,4,1,0,100.0,0.2
2025-04-26,2,5.98,2.99,2,1,2,100.0,0.1
2025-04-28,1,4.0,4.0,1,1,1,100.0,0.1
2025-04-29,4,11.02,2.75,4,1,4,100.0,0.2
2025-04-30,3,8.37,2.79,3,1,3,100.0,0.1
2025-05-01,4,15.2,3.8,4,1,4,100.0,0.3
2025-05-02,4,12.2,3.05,4,1,4,100.0,0.2
2025-05-03,7,21.7,3.1,7,1,7,100.0,0.4
2025-05-05,2,8.23,4.12,2,1,3,100.0,0.1
2025-05-06,7,19.6,2.8,7,1,7,100.0,0.3
2025-05-08,8,20.62,2.58,8,1,8,100.0,0.3
2025-05-09,4,12.77,3.19,4,1,4,100.0,0.2
2025-05-10,5,21.5,4.3,5,1,2,100.0,0.4
2025-05-12,7,20.43,2.92,7,1,7,100.0,0.3
2025-05-13,8,26.28,3.29,8,1,7,100.0,0.4
2025-05-14,3,9.72,3.24,3,1,3,100.0,0.2
2025-05-16,10,84.45,8.44,10,1,10,100.0,1.4
2025-05-17,3,43.8,14.6,3,1,3,100.0,0.7
2025-05-19,5,136.17,27.23,5,1,10,100.0,2.3
2025-05-20,7,19.53,2.79,7,1,7,100.0,0.3
2025-05-21,3,9.3,3.1,3,1,2,100.0,0.2
2025-05-22,3,29.5,9.83,3,1,7,100.0,0.5
2025-05-23,7,63.62,9.09,7,1,8,100.0,1.1
2025-05-24,1,3.9,3.9,1,1,1,100.0,0.1
2025-05-26,6,17.17,2.86,6,1,1,100.0,0.3
2025-05-27,4,11.73,2.93,4,1,4,100.0,0.2
2025-05-28,6,16.27,2.71,6,1,1,100.0,0.3
2025-05-29,9,29.63,3.29,9,1,10,100.0,0.5
2025-05-30,1,3.92,3.92,1,1,1,100.0,0.1
2025-05-31,6,17.8,2.97,6,1,6,100.0,0.3
2025-06-02,3,9.42,3.14,3,1,3,100.0,0.2
2025-06-03,1,3.22,3.22,1,1,1,100.0,0.1
2025-06-04,1,4.67,4.67,1,1,1,100.0,0.1
2025-06-05,4,14.35,3.59,4,1,4,100.0,0.2
2025-06-06,3,10.22,3.41,3,2,3,100.0,0.2
2025-06-07,1,3.07,3.07,1,1,1,100.0,0.1
2025-06-09,2,149.47,74.73,2,1,7,100.0,2.5
2025-06-10,3,9.7,3.23,3,1,3,100.0,0.2
2025-06-11,3,9.08,3.03,3,1,3,100.0,0.2
2025-06-12,6,19.38,3.23,6,1,5,100.0,0.3
2025-06-14,3,10.52,3.51,3,2,1,100.0,0.2
2025-06-16,1,3.55,3.55,1,1,1,100.0,0.1
2025-06-18,4,12.5,3.12,4,1,4,100.0,0.2
2025-06-19,5,20.42,4.08,5,1,7,100.0,0.3
2025-06-20,3,9.47,3.16,3,1,3,100.0,0.2
2025-06-21,5,17.53,3.51,5,2,3,100.0,0.3
2025-06-23,5,41.0,8.2,5,1,5,100.0,0.7
2025-06-25,2,5.83,2.92,2,1,2,100.0,0.1
2025-06-26,3,10.78,3.59,3,1,4,100.0,0.2
2025-06-27,4,16.3,4.08,4,1,3,100.0,0.3
2025-06-28,2,7.4,3.7,2,1,2,100.0,0.1
2025-06-30,3,7.92,2.64,3,1,3,100.0,0.1
2025-07-01,3,62.32,20.77,3,1,8,100.0,1.0
2025-07-02,7,24.42,3.49,7,1,8,100.0,0.4
2025-07-03,7,23.38,3.34,7,1,8,100.0,0.4
2025-07-04,1,2.98,2.98,1,1,1,100.0,0.0
2025-07-05,3,10.08,3.36,3,1,3,100.0,0.2
2025-07-07,1,4.53,4.53,1,1,1,100.0,0.1
2025-07-08,2,6.07,3.03,2,1,2,100.0,0.1
2025-07-09,1,20.12,20.12,1,1,0,100.0,0.3
2025-07-10,2,7.88,3.94,2,1,2,100.0,0.1
2025-07-11,3,8.9,2.97,3,1,3,100.0,0.1
2025-07-12,2,5.22,2.61,2,1,2,100.0,0.1
2025-07-14,3,12.1,4.03,3,1,3,100.0,0.2
2025-07-15,1,2.72,2.72,1,1,1,100.0,0.0
2025-07-16,2,5.33,2.67,2,1,2,100.0,0.1
2025-07-18,3,116.92,38.97,3,1,8,100.0,1.9
2025-07-19,2,6.48,3.24,2,1,2,100.0,0.1
2025-07-21,4,14.23,3.56,4,1,4,100.0,0.2
2025-07-22,6,23.8,3.97,6,1,7,100.0,0.4
2025-07-23,6,72.78,12.13,6,1,11,100.0,1.2
2025-07-24,1,3.08,3.08,1,1,0,100.0,0.1
2025-07-25,3,12.13,4.04,3,1,3,100.0,0.2
2025-07-26,4,12.85,3.21,4,1,4,100.0,0.2
2025-07-28,4,11.43,2.86,4,1,4,100.0,0.2
2025-07-29,4,13.0,3.25,4,1,4,100.0,0.2
2025-07-30,4,15.68,3.92,4,1,5,100.0,0.3
2025-07-31,7,23.42,3.35,7,1,7,100.0,0.4
2025-08-01,10,28.93,2.89,10,1,10,100.0,0.5
2025-08-04,10,33.42,3.34,10,1,10,100.0,0.6
2025-08-05,6,17.6,2.93,6,1,6,100.0,0.3
2025-08-06,4,12.18,3.05,4,1,4,100.0,0.2
2025-08-08,3,10.88,3.63,3,1,3,100.0,0.2
2025-08-09,4,13.05,3.26,4,1,4,100.0,0.2
2025-08-11,4,12.3,3.08,4,1,4,100.0,0.2
2025-08-12,4,11.33,2.83,4,1,4,100.0,0.2
2025-08-13,6,20.1,3.35,6,1,6,100.0,0.3
2025-08-14,5,14.82,2.96,5,1,5,100.0,0.2
2025-08-15,9,27.38,3.04,9,1,10,100.0,0.5
2025-08-16,1,4.97,4.97,1,1,2,100.0,0.1
2025-08-18,7,101.72,14.53,7,1,12,100.0,1.7
2025-08-19,6,19.93,3.32,6,1,6,100.0,0.3
2025-08-20,2,5.63,2.82,2,1,2,100.0,0.1
2025-08-21,5,14.03,2.81,5,1,3,100.0,0.2
2025-08-22,5,17.07,3.41,5,1,3,100.0,0.3
2025-08-25,2,7.22,3.61,2,1,2,100.0,0.1
2025-08-26,2,5.28,2.64,2,1,2,100.0,0.1
2025-08-27,6,21.17,3.53,6,1,6,100.0,0.4
2025-08-28,5,14.03,2.81,5,1,5,100.0,0.2
2025-08-29,2,6.08,3.04,2,1,2,100.0,0.1
2025-08-30,4,11.48,2.87,4,1,4,100.0,0.2
2025-09-01,5,87.03,17.41,5,1,5,100.0,1.5
2025-09-02,9,29.25,3.25,9,1,0,100.0,0.5
2025-09-03,8,71.85,8.98,8,2,13,100.0,1.2
2025-09-04,19,83.75,4.41,19,2,19,100.0,1.4
2025-09-05,7,83.72,11.96,7,2,7,100.0,1.4
2025-09-06,5,15.43,3.09,5,2,5,100.0,0.3
2025-09-08,11,34.32,3.12,11,2,6,100.0,0.6
2025-09-09,12,153.67,12.81,12,2,12,100.0,2.6
2025-09-10,1,3.02,3.02,1,1,1,100.0,0.1
2025-09-11,10,52.35,5.24,10,2,10,100.0,0.9
2025-09-12,6,18.35,3.06,6,1,7,100.0,0.3
2025-09-13,5,26.08,5.22,5,2,5,100.0,0.4
2025-09-15,4,11.68,2.92,4,1,4,100.0,0.2
2025-09-16,6,26.97,4.49,6,2,5,100.0,0.4
2025-09-17,5,14.47,2.89,5,2,2,100.0,0.2
2025-09-18,7,37.73,5.39,7,2,6,100.0,0.6
2025-09-19,9,181.38,20.15,9,2,26,100.0,3.0
2025-09-20,8,30.87,3.86,8,2,5,100.0,0.5
2025-09-22,6,80.72,13.45,6,1,6,100.0,1.3
2025-09-23,4,272.55,68.14,4,1,20,100.0,4.5
2025-09-24,16,67.13,4.2,16,2,14,100.0,1.1
2025-09-25,8,58.48,7.31,8,2,8,100.0,1.0
2025-09-26,3,178.82,59.61,3,1,11,100.0,3.0
2025-09-27,9,51.65,5.74,9,2,9,100.0,0.9
2025-09-29,6,163.98,27.33,6,2,8,100.0,2.7
2025-09-30,3,28.08,9.36,3,1,3,100.0,0.5
2025-10-01,10,36.73,3.67,10,2,11,100.0,0.6
2025-10-02,7,36.23,5.18,7,2,7,100.0,0.6
2025-10-03,9,47.3,5.26,9,1,10,100.0,0.8
2025-10-06,9,34.37,3.82,9,2,8,100.0,0.6
2025-10-07,1,3.02,3.02,1,1,1,100.0,0.1
2025-10-08,7,21.18,3.03,7,2,7,100.0,0.4
2025-10-10,9,44.62,4.96,9,1,9,100.0,0.7
2025-10-11,6,147.57,24.59,6,2,17,100.0,2.5
2025-10-13,2,43.17,21.58,2,1,1,100.0,0.7
2025-10-14,8,27.07,3.87,7,3,8,87.5,0.5
