start_date,total_sessions,total_duration_minutes,avg_duration_minutes,completed_sessions,material_types,total_jobs,success_rate,utilization_hours
2022-03-04,8,40.13,5.02,8,1,0,100.0,0.7
2022-03-05,6,52.23,8.71,6,1,0,100.0,0.9
2022-03-07,6,26.33,4.39,6,1,0,100.0,0.4
2022-03-08,2,9.0,4.5,2,1,0,100.0,0.2
2022-03-10,3,14.55,4.85,3,1,0,100.0,0.2
2022-03-11,2,8.6,4.3,2,1,0,100.0,0.1
2022-03-12,5,23.12,4.62,5,1,0,100.0,0.4
2022-03-14,3,13.73,4.58,3,1,0,100.0,0.2
2022-03-15,5,20.35,4.07,5,1,0,100.0,0.3
2022-03-17,2,8.78,4.39,2,1,0,100.0,0.1
2022-03-18,7,31.93,4.56,7,1,0,100.0,0.5
2022-03-19,4,17.8,4.45,4,1,0,100.0,0.3
2022-03-21,5,23.58,4.72,5,1,0,100.0,0.4
2022-03-24,6,29.32,4.89,6,1,0,100.0,0.5
2022-03-25,3,44.92,14.97,3,1,0,100.0,0.7
2022-03-26,3,14.75,4.92,3,1,0,100.0,0.2
2022-03-28,3,13.25,4.42,3,1,0,100.0,0.2
2022-03-29,5,25.98,5.2,5,1,0,100.0,0.4
2022-03-31,13,73.53,5.66,13,1,0,100.0,1.2
2022-04-01,4,16.98,4.25,4,1,0,100.0,0.3
2022-04-02,1,4.73,4.73,1,1,0,100.0,0.1
2022-04-04,2,9.18,4.59,2,1,0,100.0,0.2
2022-04-05,2,5.05,2.52,2,1,0,100.0,0.1
2022-04-07,7,46.45,6.64,7,1,4,100.0,0.8
2022-04-08,4,66.23,16.56,4,1,4,100.0,1.1
2022-04-09,5,21.35,4.27,5,1,5,100.0,0.4
2022-04-11,7,867.27,123.9,7,1,6,100.0,14.5
2022-04-12,10,61.33,6.13,10,1,9,100.0,1.0
2022-04-14,5,25.47,5.09,5,1,5,100.0,0.4
2022-04-16,1,4.83,4.83,1,1,1,100.0,0.1
2022-04-19,6,813.6,135.6,6,1,6,100.0,13.6
2022-04-20,2,11.88,5.94,2,1,2,100.0,0.2
2022-04-21,3,18.08,6.03,3,1,3,100.0,0.3
2022-04-22,7,47.67,6.81,7,1,7,100.0,0.8
2022-04-23,3,15.8,5.27,3,1,3,100.0,0.3
2022-04-25,3,25.57,8.52,3,1,3,100.0,0.4
2022-04-27,4,32.37,8.09,4,1,4,100.0,0.5
2022-04-28,7,42.0,6.0,7,1,7,100.0,0.7
2022-04-30,2,20.68,10.34,2,1,1,100.0,0.3
2022-05-02,1,4.88,4.88,1,1,1,100.0,0.1
2022-05-03,12,99.9,8.33,12,1,12,100.0,1.7
2022-05-05,5,37.83,7.57,5,1,5,100.0,0.6
2022-05-06,8,52.92,6.61,8,1,8,100.0,0.9
2022-05-07,3,15.05,5.02,3,1,3,100.0,0.3
2022-05-09,6,41.87,6.98,6,1,6,100.0,0.7
2022-05-10,6,27.68,4.61,6,1,6,100.0,0.5
2022-05-11,1,4.52,4.52,1,1,1,100.0,0.1
2022-05-12,5,22.9,4.58,5,1,5,100.0,0.4
2022-05-13,4,36.57,9.14,4,1,4,100.0,0.6
2022-05-14,2,12.62,6.31,2,1,2,100.0,0.2
2022-05-16,5,23.03,4.61,5,1,2,100.0,0.4
2022-05-17,4,19.7,4.92,4,1,4,100.0,0.3
2022-05-21,3,15.03,5.01,3,1,3,100.0,0.3
2022-05-23,4,19.48,4.87,4,1,0,100.0,0.3
2022-05-24,3,104.1,34.7,3,1,3,100.0,1.7
2022-05-25,1,4.75,4.75,1,1,1,100.0,0.1
2022-05-28,5,25.6,5.12,5,1,3,100.0,0.4
2022-05-30,10,47.22,4.72,10,1,10,100.0,0.8
2022-05-31,5,23.97,4.79,5,1,5,100.0,0.4
2022-06-01,3,35.4,11.8,3,1,3,100.0,0.6
2022-06-02,6,27.42,4.57,6,1,3,100.0,0.5
2022-06-03,2,43.25,21.62,2,1,2,100.0,0.7
2022-06-04,3,15.92,5.31,3,1,0,100.0,0.3
2022-06-06,4,24.22,6.05,4,1,4,100.0,0.4
2022-06-07,4,20.37,5.09,4,1,4,100.0,0.3
2022-06-11,6,31.53,5.26,6,1,0,100.0,0.5
2022-06-13,3,15.17,5.06,3,1,3,100.0,0.3
2022-06-14,5,25.83,5.17,5,1,2,100.0,0.4
2022-06-16,6,29.6,4.93,6,1,2,100.0,0.5
2022-06-18,1,5.23,5.23,1,1,1,100.0,0.1
2022-06-20,7,35.43,5.06,7,1,7,100.0,0.6
2022-06-21,6,29.13,4.86,6,1,6,100.0,0.5
2022-06-23,6,37.37,6.23,6,1,2,100.0,0.6
2022-06-24,2,7.72,3.86,2,1,0,100.0,0.1
2022-06-25,4,20.25,5.06,4,1,4,100.0,0.3
2022-06-27,7,33.25,4.75,7,1,7,100.0,0.6
2022-06-28,6,44.9,7.48,6,1,6,100.0,0.7
2022-06-30,11,55.03,5.0,11,1,11,100.0,0.9
2022-07-01,7,111.2,15.89,7,1,7,100.0,1.9
2022-07-02,2,10.27,5.13,2,1,2,100.0,0.2
2022-07-04,4,51.1,12.78,4,1,7,100.0,0.9
2022-07-05,11,63.25,5.75,11,1,11,100.0,1.1
2022-07-07,10,685.35,68.54,10,1,8,100.0,11.4
2022-07-08,13,87.53,6.73,13,1,13,100.0,1.5
2022-07-11,6,30.4,5.07,6,1,5,100.0,0.5
2022-07-12,7,33.53,4.79,7,1,0,100.0,0.6
2022-07-14,1,4.8,4.8,1,1,1,100.0,0.1
2022-07-15,4,19.15,4.79,4,1,4,100.0,0.3
2022-07-16,3,14.88,4.96,3,1,3,100.0,0.2
2022-07-18,6,29.12,4.85,6,1,6,100.0,0.5
2022-07-19,8,40.3,5.04,8,1,8,100.0,0.7
2022-07-21,7,36.78,5.25,7,1,7,100.0,0.6
2022-07-22,5,25.12,5.02,5,1,3,100.0,0.4
2022-07-25,7,33.0,4.71,7,1,6,100.0,0.6
2022-07-26,4,19.78,4.95,4,1,4,100.0,0.3
2022-07-28,8,38.22,4.78,8,1,8,100.0,0.6
2022-07-29,3,13.77,4.59,3,1,1,100.0,0.2
2022-07-30,4,22.1,5.52,4,1,4,100.0,0.4
2022-08-01,4,22.73,5.68,4,1,3,100.0,0.4
2022-08-02,4,19.22,4.8,4,1,4,100.0,0.3
2022-08-04,9,44.67,4.96,9,1,6,100.0,0.7
2022-08-05,4,19.07,4.77,4,1,4,100.0,0.3
2022-08-08,2,9.7,4.85,2,1,2,100.0,0.2
2022-08-09,3,14.53,4.84,3,1,3,100.0,0.2
2022-08-10,1,5.02,5.02,1,1,1,100.0,0.1
2022-08-11,5,27.95,5.59,5,1,5,100.0,0.5
2022-08-12,4,24.45,6.11,4,1,3,100.0,0.4
2022-08-13,1,4.95,4.95,1,1,1,100.0,0.1
2022-08-15,11,67.8,6.16,11,1,11,100.0,1.1
2022-08-16,2,8.92,4.46,2,1,0,100.0,0.1
2022-08-18,2,9.3,4.65,2,1,2,100.0,0.2
2022-08-19,6,73.78,12.3,6,1,5,100.0,1.2
2022-08-20,3,10.98,3.66,3,1,2,100.0,0.2
2022-08-22,5,25.62,5.12,5,1,0,100.0,0.4
2022-08-23,7,35.22,5.03,7,1,0,100.0,0.6
2022-08-25,13,65.75,5.06,13,1,0,100.0,1.1
2022-08-26,4,20.38,5.1,4,1,0,100.0,0.3
2022-08-27,1,4.65,4.65,1,1,0,100.0,0.1
2022-08-29,5,26.32,5.26,5,1,3,100.0,0.4
2022-08-30,4,18.93,4.73,4,1,4,100.0,0.3
2022-09-01,6,79.37,13.23,6,1,10,100.0,1.3
2022-09-03,2,12.57,6.28,2,1,2,100.0,0.2
2022-09-05,9,53.77,5.97,9,2,9,100.0,0.9
2022-09-06,7,36.73,5.25,7,2,7,100.0,0.6
2022-09-07,5,24.0,4.8,5,2,5,100.0,0.4
2022-09-08,10,45.65,4.56,10,2,10,100.0,0.8
2022-09-09,3,15.13,5.04,3,1,1,100.0,0.3
2022-09-10,5,24.93,4.99,5,1,1,100.0,0.4
2022-09-12,4,19.65,4.91,4,1,4,100.0,0.3
2022-09-13,5,47.78,9.56,5,2,1,100.0,0.8
2022-09-14,2,9.6,4.8,2,1,0,100.0,0.2
2022-09-15,10,160.77,16.08,10,1,10,100.0,2.7
2022-09-16,1,8.55,8.55,1,1,1,100.0,0.1
2022-09-17,5,31.7,6.34,5,1,2,100.0,0.5
2022-09-19,6,27.33,4.56,6,1,6,100.0,0.5
2022-09-20,6,28.17,4.69,6,1,4,100.0,0.5
2022-09-22,3,15.18,5.06,3,1,3,100.0,0.3
2022-09-23,6,28.68,4.78,6,1,6,100.0,0.5
2022-09-24,2,9.3,4.65,2,1,2,100.0,0.2
2022-09-26,4,18.35,4.59,4,1,4,100.0,0.3
2022-09-27,4,19.18,4.8,4,1,4,100.0,0.3
2022-09-29,3,13.17,4.39,3,1,3,100.0,0.2
2022-09-30,5,46.07,9.21,5,1,5,100.0,0.8
2022-10-01,3,17.35,5.78,3,1,3,100.0,0.3
2022-10-03,3,30.0,10.0,3,1,3,100.0,0.5
2022-10-04,9,41.9,4.66,9,1,9,100.0,0.7
2022-10-05,2,7.08,3.54,2,1,1,100.0,0.1
2022-10-06,5,25.68,5.14,5,1,5,100.0,0.4
2022-10-10,3,24.03,8.01,3,1,3,100.0,0.4
2022-10-11,6,26.63,4.44,6,1,6,100.0,0.4
2022-10-13,3,14.13,4.71,3,1,2,100.0,0.2
2022-10-14,4,16.97,4.24,4,1,4,100.0,0.3
2022-10-15,4,20.17,5.04,4,1,4,100.0,0.3
2022-10-17,3,21.88,7.29,3,1,3,100.0,0.4
2022-10-18,9,66.35,7.37,9,1,5,100.0,1.1
2022-10-20,6,29.47,4.91,6,1,0,100.0,0.5
2022-10-21,4,19.25,4.81,4,1,4,100.0,0.3
2022-10-24,3,14.32,4.77,3,1,3,100.0,0.2
2022-10-28,6,29.5,4.92,6,1,6,100.0,0.5
2022-11-01,6,45.37,7.56,6,1,6,100.0,0.8
2022-11-03,3,14.13,4.71,3,1,3,100.0,0.2
2022-11-04,5,22.43,4.49,5,1,5,100.0,0.4
2022-11-05,1,5.75,5.75,1,1,1,100.0,0.1
2022-11-07,4,18.97,4.74,4,1,4,100.0,0.3
2022-11-10,2,10.07,5.03,2,1,2,100.0,0.2
2022-11-11,2,12.87,6.43,2,1,2,100.0,0.2
2022-11-12,2,9.02,4.51,2,1,2,100.0,0.2
2022-11-14,1,4.35,4.35,1,1,1,100.0,0.1
2022-11-15,2,9.22,4.61,2,1,2,100.0,0.2
2022-11-17,3,18.4,6.13,3,1,4,100.0,0.3
2022-11-18,1,5.12,5.12,1,1,0,100.0,0.1
2022-11-21,2,9.28,4.64,2,1,2,100.0,0.2
2022-11-24,3,17.92,5.97,3,1,3,100.0,0.3
2022-11-25,2,9.1,4.55,2,1,1,100.0,0.2
2022-11-26,2,9.68,4.84,2,1,2,100.0,0.2
2022-11-28,9,94.68,10.52,9,1,9,100.0,1.6
2022-11-29,6,29.87,4.98,6,1,6,100.0,0.5
2022-11-30,2,26.35,13.18,2,1,2,100.0,0.4
2022-12-01,5,29.3,5.86,5,1,5,100.0,0.5
2022-12-02,4,20.62,5.15,4,1,4,100.0,0.3
2022-12-05,9,43.88,4.88,9,1,9,100.0,0.7
2022-12-06,9,43.88,4.88,9,1,9,100.0,0.7
2022-12-07,1,3.72,3.72,1,1,1,100.0,0.1
2022-12-08,8,42.52,5.31,8,1,8,100.0,0.7
2022-12-09,1,4.57,4.57,1,1,1,100.0,0.1
2022-12-10,3,14.47,4.82,3,1,3,100.0,0.2
2022-12-12,7,68.35,9.76,7,1,7,100.0,1.1
2022-12-13,10,48.33,4.83,10,1,10,100.0,0.8
2022-12-15,5,37.7,7.54,5,1,5,100.0,0.6
2022-12-16,7,33.25,4.75,7,1,7,100.0,0.6
2022-12-17,1,5.38,5.38,1,1,1,100.0,0.1
2022-12-19,8,39.77,4.97,8,1,8,100.0,0.7
2022-12-20,7,30.52,4.36,7,1,7,100.0,0.5
2022-12-21,1,4.77,4.77,1,1,1,100.0,0.1
2022-12-22,7,34.48,4.93,7,1,7,100.0,0.6
2022-12-23,4,19.63,4.91,4,1,4,100.0,0.3
2022-12-27,3,15.92,5.31,3,1,3,100.0,0.3
2022-12-28,1,4.58,4.58,1,1,1,100.0,0.1
2022-12-29,1,6.2,6.2,1,1,1,100.0,0.1
2022-12-30,3,13.97,4.66,3,1,3,100.0,0.2
2023-01-02,9,47.62,5.29,9,1,9,100.0,0.8
2023-01-03,9,38.83,4.31,9,1,8,100.0,0.6
2023-01-04,2,15.7,7.85,2,1,2,100.0,0.3
2023-01-05,9,69.25,7.69,9,1,9,100.0,1.2
2023-01-06,8,42.62,5.33,8,1,8,100.0,0.7
2023-01-07,5,22.33,4.47,5,1,3,100.0,0.4
2023-01-09,8,77.25,9.66,8,1,7,100.0,1.3
2023-01-10,2,10.7,5.35,2,1,2,100.0,0.2
2023-01-12,10,43.85,4.38,10,1,9,100.0,0.7
2023-01-13,2,9.78,4.89,2,1,2,100.0,0.2
2023-01-14,4,18.45,4.61,4,1,4,100.0,0.3
2023-01-16,7,55.88,7.98,7,1,7,100.0,0.9
2023-01-17,2,9.07,4.53,2,1,2,100.0,0.2
2023-01-19,5,23.45,4.69,5,1,5,100.0,0.4
2023-01-20,6,29.0,4.83,6,1,6,100.0,0.5
2023-01-21,1,4.9,4.9,1,1,1,100.0,0.1
2023-01-23,2,523.35,261.68,2,1,19,100.0,8.7
2023-01-24,3,13.72,4.57,3,1,3,100.0,0.2
2023-01-25,4,19.0,4.75,4,1,4,100.0,0.3
2023-01-26,13,90.6,6.97,13,1,12,100.0,1.5
2023-01-27,1,5.48,5.48,1,1,1,100.0,0.1
2023-01-30,4,14.12,3.53,4,1,3,100.0,0.2
2023-01-31,4,18.85,4.71,4,1,4,100.0,0.3
2023-02-02,4,20.6,5.15,4,1,4,100.0,0.3
2023-02-03,4,20.52,5.13,4,1,4,100.0,0.3
2023-02-04,2,10.17,5.08,2,1,2,100.0,0.2
2023-02-06,3,14.63,4.88,3,1,3,100.0,0.2
2023-02-07,6,52.63,8.77,6,1,5,100.0,0.9
2023-02-09,2,9.43,4.72,2,1,2,100.0,0.2
2023-02-10,6,28.3,4.72,6,1,6,100.0,0.5
2023-02-11,3,13.67,4.56,3,1,3,100.0,0.2
2023-02-13,8,134.27,16.78,8,1,7,100.0,2.2
2023-02-15,1,4.52,4.52,1,1,0,100.0,0.1
2023-02-16,2,10.03,5.02,2,1,2,100.0,0.2
2023-02-17,4,23.08,5.77,4,1,4,100.0,0.4
2023-02-18,1,4.7,4.7,1,1,1,100.0,0.1
2023-02-20,3,14.93,4.98,3,1,3,100.0,0.2
2023-02-23,1,4.77,4.77,1,1,1,100.0,0.1
2023-02-24,6,28.93,4.82,6,1,5,100.0,0.5
2023-02-25,5,48.1,9.62,5,1,5,100.0,0.8
2023-02-27,1,5.42,5.42,1,1,1,100.0,0.1
2023-03-02,8,41.83,5.23,8,1,8,100.0,0.7
2023-03-03,7,36.4,5.2,7,1,7,100.0,0.6
2023-03-04,1,47.37,47.37,1,1,1,100.0,0.8
2023-03-06,9,41.5,4.61,9,1,9,100.0,0.7
2023-03-07,4,20.5,5.12,4,1,4,100.0,0.3
2023-03-09,5,24.98,5.0,5,1,5,100.0,0.4
2023-03-10,8,94.0,11.75,8,1,8,100.0,1.6
2023-03-11,1,4.78,4.78,1,1,0,100.0,0.1
2023-03-13,5,28.7,5.74,5,1,5,100.0,0.5
2023-03-14,3,14.63,4.88,3,1,3,100.0,0.2
2023-03-15,1,6.42,6.42,1,1,1,100.0,0.1
2023-03-16,6,28.45,4.74,6,1,6,100.0,0.5
2023-03-17,3,18.6,6.2,3,1,3,100.0,0.3
2023-03-18,3,20.28,6.76,3,1,3,100.0,0.3
2023-03-20,9,41.88,4.65,9,1,6,100.0,0.7
2023-03-21,4,19.57,4.89,4,1,4,100.0,0.3
2023-03-23,2,12.68,6.34,2,1,1,100.0,0.2
2023-03-24,12,112.15,9.35,12,1,12,100.0,1.9
2023-03-27,7,85.97,12.28,7,1,7,100.0,1.4
2023-03-28,4,18.92,4.73,4,1,4,100.0,0.3
2023-03-30,6,32.13,5.36,6,1,6,100.0,0.5
2023-03-31,4,19.72,4.93,4,1,4,100.0,0.3
2023-04-04,6,59.72,9.95,6,1,5,100.0,1.0
2023-04-06,3,13.67,4.56,3,1,3,100.0,0.2
2023-04-11,10,81.75,8.18,10,1,7,100.0,1.4
2023-04-12,1,4.38,4.38,1,1,1,100.0,0.1
2023-04-13,9,46.55,5.17,9,1,9,100.0,0.8
2023-04-14,7,803.0,114.71,7,1,3,100.0,13.4
2023-04-15,2,9.07,4.53,2,1,0,100.0,0.2
2023-04-17,8,41.52,5.19,8,1,7,100.0,0.7
2023-04-18,7,34.97,5.0,7,1,7,100.0,0.6
2023-04-20,7,58.3,8.33,7,1,3,100.0,1.0
2023-04-21,2,10.32,5.16,2,1,2,100.0,0.2
2023-04-22,2,20.17,10.08,2,1,2,100.0,0.3
2023-04-24,2,9.18,4.59,2,1,2,100.0,0.2
2023-04-25,2,9.32,4.66,2,1,2,100.0,0.2
2023-04-27,4,17.6,4.4,4,1,4,100.0,0.3
2023-04-28,2,11.32,5.66,2,1,2,100.0,0.2
2023-05-01,3,15.7,5.23,3,1,3,100.0,0.3
2023-05-02,4,22.3,5.58,4,1,4,100.0,0.4
2023-05-04,7,54.72,7.82,7,1,7,100.0,0.9
2023-05-05,2,8.98,4.49,2,1,2,100.0,0.1
2023-05-06,2,9.3,4.65,2,1,2,100.0,0.2
2023-05-11,3,15.32,5.11,3,1,3,100.0,0.3
2023-05-15,5,32.9,6.58,5,1,2,100.0,0.5
2023-05-16,4,17.92,4.48,4,1,4,100.0,0.3
